external_id,source_dataset,source_split,label,channel_condition,speaker_id,voice_id,generator_id,generator_type,duration_s,sample_rate,channels,original_path,processed_path
LA_E_2359255,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A18,A18,tts_or_vc_asvspoof2019_attack,5.295,16000,1,raw/asvspoof2021_la/LA_E_2359255.flac,processed/domain_matched/original/LA_E_2359255.wav
LA_E_6149537,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,2.51,16000,1,raw/asvspoof2021_la/LA_E_6149537.flac,processed/domain_matched/original/LA_E_6149537.wav
LA_E_7057702,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,1.39,16000,1,raw/asvspoof2021_la/LA_E_7057702.flac,processed/domain_matched/original/LA_E_7057702.wav
LA_E_5619909,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,2.024,16000,1,raw/asvspoof2021_la/LA_E_5619909.flac,processed/domain_matched/original/LA_E_5619909.wav
LA_E_6425019,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,1.47,16000,1,raw/asvspoof2021_la/LA_E_6425019.flac,processed/domain_matched/original/LA_E_6425019.wav
LA_E_4952180,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A15,A15,tts_or_vc_asvspoof2019_attack,2.07,16000,1,raw/asvspoof2021_la/LA_E_4952180.flac,processed/domain_matched/original/LA_E_4952180.wav
LA_E_4101052,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.974,16000,1,raw/asvspoof2021_la/LA_E_4101052.flac,processed/domain_matched/original/LA_E_4101052.wav
LA_E_3305163,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,4.93,16000,1,raw/asvspoof2021_la/LA_E_3305163.flac,processed/domain_matched/original/LA_E_3305163.wav
LA_E_2728510,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,2.096,16000,1,raw/asvspoof2021_la/LA_E_2728510.flac,processed/domain_matched/original/LA_E_2728510.wav
LA_E_1925138,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.552,16000,1,raw/asvspoof2021_la/LA_E_1925138.flac,processed/domain_matched/original/LA_E_1925138.wav
LA_E_5830919,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A13,A13,tts_or_vc_asvspoof2019_attack,1.427,16000,1,raw/asvspoof2021_la/LA_E_5830919.flac,processed/domain_matched/original/LA_E_5830919.wav
LA_E_1217970,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A10,A10,tts_or_vc_asvspoof2019_attack,2.475,16000,1,raw/asvspoof2021_la/LA_E_1217970.flac,processed/domain_matched/original/LA_E_1217970.wav
LA_E_6384983,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A10,A10,tts_or_vc_asvspoof2019_attack,1.541,16000,1,raw/asvspoof2021_la/LA_E_6384983.flac,processed/domain_matched/original/LA_E_6384983.wav
LA_E_9328661,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A10,A10,tts_or_vc_asvspoof2019_attack,1.325,16000,1,raw/asvspoof2021_la/LA_E_9328661.flac,processed/domain_matched/original/LA_E_9328661.wav
LA_E_6588681,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A10,A10,tts_or_vc_asvspoof2019_attack,3.225,16000,1,raw/asvspoof2021_la/LA_E_6588681.flac,processed/domain_matched/original/LA_E_6588681.wav
LA_E_3103733,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A10,A10,tts_or_vc_asvspoof2019_attack,1.288,16000,1,raw/asvspoof2021_la/LA_E_3103733.flac,processed/domain_matched/original/LA_E_3103733.wav
LA_E_2339661,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,4.265,16000,1,raw/asvspoof2021_la/LA_E_2339661.flac,processed/domain_matched/original/LA_E_2339661.wav
LA_E_9181204,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,2.301,16000,1,raw/asvspoof2021_la/LA_E_9181204.flac,processed/domain_matched/original/LA_E_9181204.wav
LA_E_7395664,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,1.665,16000,1,raw/asvspoof2021_la/LA_E_7395664.flac,processed/domain_matched/original/LA_E_7395664.wav
LA_E_7246397,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,1.858,16000,1,raw/asvspoof2021_la/LA_E_7246397.flac,processed/domain_matched/original/LA_E_7246397.wav
LA_E_8188249,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A14,A14,tts_or_vc_asvspoof2019_attack,2.585,16000,1,raw/asvspoof2021_la/LA_E_8188249.flac,processed/domain_matched/original/LA_E_8188249.wav
LA_E_2333881,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A11,A11,tts_or_vc_asvspoof2019_attack,0.8,16000,1,raw/asvspoof2021_la/LA_E_2333881.flac,processed/domain_matched/original/LA_E_2333881.wav
LA_E_2675000,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A11,A11,tts_or_vc_asvspoof2019_attack,2.122,16000,1,raw/asvspoof2021_la/LA_E_2675000.flac,processed/domain_matched/original/LA_E_2675000.wav
LA_E_4407041,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A11,A11,tts_or_vc_asvspoof2019_attack,2.562,16000,1,raw/asvspoof2021_la/LA_E_4407041.flac,processed/domain_matched/original/LA_E_4407041.wav
LA_E_8391613,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A11,A11,tts_or_vc_asvspoof2019_attack,1.714,16000,1,raw/asvspoof2021_la/LA_E_8391613.flac,processed/domain_matched/original/LA_E_8391613.wav
LA_E_7106176,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A11,A11,tts_or_vc_asvspoof2019_attack,1.75,16000,1,raw/asvspoof2021_la/LA_E_7106176.flac,processed/domain_matched/original/LA_E_7106176.wav
LA_E_3322014,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,4.396,16000,1,raw/asvspoof2021_la/LA_E_3322014.flac,processed/domain_matched/original/LA_E_3322014.wav
LA_E_2701080,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,1.794,16000,1,raw/asvspoof2021_la/LA_E_2701080.flac,processed/domain_matched/original/LA_E_2701080.wav
LA_E_2678910,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,3.581,16000,1,raw/asvspoof2021_la/LA_E_2678910.flac,processed/domain_matched/original/LA_E_2678910.wav
LA_E_1459595,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,3.417,16000,1,raw/asvspoof2021_la/LA_E_1459595.flac,processed/domain_matched/original/LA_E_1459595.wav
LA_E_2234931,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A17,A17,tts_or_vc_asvspoof2019_attack,4.056,16000,1,raw/asvspoof2021_la/LA_E_2234931.flac,processed/domain_matched/original/LA_E_2234931.wav
LA_E_2944090,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.89,16000,1,raw/asvspoof2021_la/LA_E_2944090.flac,processed/domain_matched/original/LA_E_2944090.wav
LA_E_5844925,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.601,16000,1,raw/asvspoof2021_la/LA_E_5844925.flac,processed/domain_matched/original/LA_E_5844925.wav
LA_E_8085203,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.565,16000,1,raw/asvspoof2021_la/LA_E_8085203.flac,processed/domain_matched/original/LA_E_8085203.wav
LA_E_1258670,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,4.032,16000,1,raw/asvspoof2021_la/LA_E_1258670.flac,processed/domain_matched/original/LA_E_1258670.wav
LA_E_3660346,asvspoof2021_LA_eval,eval,synthetic,telephone,n/a,A07,A07,tts_or_vc_asvspoof2019_attack,1.895,16000,1,raw/asvspoof2021_la/LA_E_3660346.flac,processed/domain_matched/original/LA_E_3660346.wav
